F.I.SH,HEMIS Login,Fakultet,Universitet,Ro'yxatdan o'tgan vaqti
MUXAMMADJONOVA MEXRINISO MUXAMMADJON QIZI,395251101603,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:50:51
MUXAMMADJONOVA MO‘MINAXON FARXOD QIZI,395251100798,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:42:47
MUXAMMEDOVA JASMINA ALISHER QIZI,395251100733,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:40:58
MUXTOROVA GULIRA‘NO MA‘MURJON QIZI,395251100929,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:42:07
MUXTOROVA MOHLAROYIM NABIJON QIZI,395251100599,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:31:21
MUXTOROVA SAYYORA ABDUSATTOR QIZI,395251100483,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 09:06:42
MUZAFFAROVA MUHLISAXON XURSHID QIZI,395251102116,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:39:10
MUZAFFAROVA NURGUL JAMSHID QIZI,395251100958,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:25:26
NARMANOVA SHAHZODA FARXOD QIZI,395251101152,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:37:28
NARZULLAYEV JAHONGIR IKROM O‘G‘LI,395251100494,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:36:02
NASIMOVA MOHINUR AMONOVNA,395251100819,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 09:06:34
Nematova Sevinch Olimjon Qizi,395251100963,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:23:57
NOMOZOVA OYDIN ABDUXOLIQ QIZI,395241100523,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:42:40
NORALIYEVA SHAXLO PANJI QIZI,395251102184,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:18:14
NORBOYEVA JASMINA RO‘ZIBOY QIZI,395251101728,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:23:12
NORMELIKOVA JASMINA SHERZOD QIZI,395251102167,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:58:27
NORMURODOVA SHAXZODA AZAMAT QIZI,395251101914,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:57:04
NOSIROVA FERUZA MUZROF QIZI,395241100518,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:13:22
NURALIYEVA RUXSHONA DAVRON QIZI,395251100840,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:28:07
NURMAMATOV ZAVQIDDIN XAZRATQUL O‘G‘LI,395231100602,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:50:06
NURMATOVA NODIRA MIRZOMUROD QIZI,395241100273,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 18:59:20
NURMATOV RAXMIDDIN SADRIDDIN O‘G‘LI,395251100472,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 16:22:44
NURMUHAMMADOVA GULRABO SOBIRJON QIZI,395251101801,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:06:16
OBLAQULOVA SHAXNOZA DILSHOD QIZI,395251101774,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:07:19
OCHILOVA KIBRIYO DILSHOD QIZI,395251101024,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:25:40
OCHILOVA RAYXONA JAMOLIDDIN QIZI,395251100709,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 07:04:30
OCHILOVA SHAXZODA XURSAND QIZI,395251100197,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:39:43
OMANBOYEV JAVOHIR MUZZAFFAR O‘G‘LI,395241100244,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:56:18
O‘RISHALIYEVA RUHSORAXON ELYORJON QIZI,395251100591,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:54:57
OTAXONOV QAXRAMON OTABEK O‘G‘LI,395251100864,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 17:14:26
QALANDAROVA MADINA BONU NAZIR QIZI,395251101064,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:36:27
QARSHIBOYEVA DILNOZA SHUXRAT QIZI,395251101773,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:19:16
QARSHIYEVA SABINA SHUHRATOVNA,395251100743,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 18:22:56
QODAMBOYEV KAMOLBEK AKBAR O‘G‘LI,395231100960,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 17:40:33
QOSIMOVA ZEBINISO KOMILJON QIZI,395251102028,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:58:10
QO‘ZIBOYEV MUXAMMADYUSUF ESONBOY O‘G‘LI,395231100407,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:37:02
QUDRATOVA AZIZA KOMIL QIZI,395251100541,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 19:41:56
QURBONBOYEVA SABINA VALIJON QIZI,395251100183,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:43:40
QURBONOVA NOZIMA AKMAL QIZI,395251101931,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:39:22
QURBONOVA OYJAMOL A’ZAM QIZI,395251101929,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:36:06
QURBONOV KAMOLIDDIN BOTIRALIYEVICH,395251101959,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:42:01
QUVONDIQOVA MARJONA BEKMUROD QIZI,395251102047,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:08:16
RAHIMJONOVA SOHILA G‘OLIBJON QIZI,395251101179,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:43:37
RAJABOVA HUSNORA BAHRIDDIN QIZI,395251101515,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:45:22
RAJABOVA MALIKABONU ABDIRASUL QIZI,395251102126,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:51:59
RAMAZONOVA RUHSHONABONU SHUKUR QIZI,395251100192,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:47:05
RASULMATOVA NAFISA FARXOD QIZI,395251101036,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:41:42
RASULOVA CHAROSXON BOTIR QIZI,395251100628,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 08:27:07
RASULOVA GULNIGOR ZAFAR QIZI,395251100673,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 07:03:00
RAUBBOYEVA NILUFAR ILXOM QIZI,395251101540,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 09:05:40
RAVSHANOVA DILZODA DILSHOD QIZI,395251101116,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:34:37
RAVSHANOVA FARANGIZ BOBOMUROD QIZI,395241100479,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:48:32
RAVSHANOVA LAYLO MA’SUD QIZI,395251102013,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:03:06
RAVSHANOVA MAHLIYO NIZOMIDDIN QIZI,395251101233,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:12:04
RAXMATILLAYEVA MUSLIMAXON DILMUROD QIZI,395251100121,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 05:21:33
RAXMATOVA DILSO‘Z G‘OLIB QIZI,395251101531,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:24:56
RAXMONBEKOVA MUXLISAXON MIRZOXID QIZI,395251100595,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:26:16
RAXMONQULOVA MADINA SAFARALI QIZI,395251100518,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:00:52
Rayimqulova Omina Siddiq Qizi,395251101557,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:50:18
REJABBOYEVA MADINA SAYDULLA QIZI,395251100973,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:36:05
RIZAQULOVA SARVINOZ SHERALI QIZI,395251101220,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:11:13
RO‘ZIBOYEVA ROHATOY AKMAL QIZI,395251100632,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:40:06
RO‘ZIMATOVA NABIYAXON AKMALIDDIN QIZI,395251100589,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:11:17
RO‘ZIMOVA MALIKA ILXOM QIZI,395251101843,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:57:17
RO‘ZIMURATOVA NURGUL SHAVKAT QIZI,395251100980,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:22:33
RO‘ZIMURODOVA NILUFARXON AKBARJONOVNA,395251100828,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:25:00
RO‘ZIQULOVA SEVINCH FARXOD QIZI,395251100737,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:52:53
RO‘ZIQULOVA SEVINCH JAHONGIR QIZI,395251100730,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:15:21
RUSTAMOVA HILOLA SAYDILLA QIZI,395251101054,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:28:52
RUSTAMOVA MAHLIYOXON ELYORJON QIZI,395251101858,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:34:03
RUSTAMOV HUSAN TULQINJONOVICH,395221100434,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:27:05
SA’DULLAYEVA SEVINCH ZAFAR QIZI,395251101541,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 07:45:23
SA’DULLAYEV SHOHJAHON SHERZOD O‘G‘LI,395251100617,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 02:28:19
SAIDABDULLAYEVA SEVARA UMIDJON QIZI,395241100497,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:21:34
SAIDORTIQOVA XULKAROYIM ZAFARBEK QIZI,395251100306,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 08:40:31
SALIMOVA XUSHNOZAXON IXTIYORJON QIZI,395251100841,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:46:31
SALOXIDDINOV MIRSAID BAXRIDDIN O‘G‘LI,395231100617,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:03:55
SAMADOVA MOHINUR SHAVKATJON QIZI,395251101194,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:45:49
SAMADOVA NOZIMA DILSHOD QIZI,395251101435,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 16:36:16
SAMADOVA SAODAT CHORI QIZI,395251101156,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:35:00
SANGIROVA DURDONA DILMUROD QIZI,395251101188,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:10:04
SATTAROVA SARVINOZ BOZORBEK QIZI,395251100714,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:05:13
SATTOROVA DILCHEHRA SHAVKAT QIZI,395241100526,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:12:23
SATTOROVA XUMORAXON SHAVKATBEK QIZI,395251102187,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:16:45
SATTOROV SANJAR AKMALJON O‘G‘LI,395241101141,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:21:05
SAXOBIDDINOVA UMIDAXON MAXMUD QIZI,395251100637,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:00:23
SAYDALIYEVA RUXSHONA ODIL QIZI,395241100533,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:44:05
SAYDAXMATXONOVA ASALXON SIROJIDDIN QIZI,395251101706,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:17:10
SAYDULLAYEVA SEVARA NURIDDINOVNA,395251102001,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:58:05
SAYFIDDINOVA BAXTINISO OYBEK QIZI,395251101985,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:48:00
SAYFIYEVA CHAROS UMARJONOVNA,395251101472,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:13:26
SAYFULLAYEVA SEVINCH BURXON QIZI,395251101835,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:28:42
SHAMSIDDINOVA MUXLISA KAMOLIDDIN QIZI,395251102144,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:48:11
SHAROBIDINOVA RUXSHONA SARVAR QIZI,395251100802,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:42:39
SHAVKATOVA SHODIYABONU MAXSUDOVNA,395251101679,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:09:28
SHERMAMATOVA BARCHINOY SHUHRAT QIZI,395251100184,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:25:45
SHERMUHAMMADOVA SEVINCH SUR’AT QIZI,395251100950,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:12:10
SHIRINBOYEVA MASHXURA BEGMAT QIZI,395251101945,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:31:14
SHOKIRALIYEVA MADINA MA'RUFJON QIZI,395251101245,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 17:48:13
SHOKIROVA GULJAHON SHAROBIDDIN QIZI,395251100835,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:58:36
SIDIQJONOV JASURBEK IBROXIMJON O‘G‘LI,395251100318,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:58:56
SOBIRJONOVA ROBIYAXON SAIDJON QIZI,395251101240,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 19:59:00
SOBIROVA ZIYODA AKMALJON QIZI,395241100327,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:05:49
SOBITOV AZIZJON ORTIQALI O‘G‘LI,395251100208,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 03:09:40
SODIKJONOVA SOLIHABONU MUXAMMADKOSIM QIZI,395251100801,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:02:38
SODIQJONOVA GULSHODAXON FARHODJON QIZI,395251100916,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 07:19:15
SODIQOV RAHIMJON MURODJON O‘G‘LI,395241100482,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 03:48:09
SOLIYEVA GULXAYO AVAZBEK QIZI,395251102103,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:27:10
SOLI ZODA GULSANAM ABDURASHID QIZI,395251100650,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:32:06
SULTANOVA DILNURA TEMUR QIZI,395251100836,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 09:42:51
SULTANOVA KAMOLA FARXAD QIZI,395251100642,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 17:11:03
SUNNATOVA SABRINA SAN’ATJON QIZI,395251100734,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:49:59
SUNNATOV OZODBEK ILHOM O‘G‘LI,395251100194,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:27:19
Suyunova Gulshoda Odil Qizi,395231100320,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:54:09
TAJIBOYEVA YULDUZ SALAYDIN QIZI,395241100517,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:39:18
TANGATAROVA BAXTIGUL BAXTIYOR QIZI,395251100775,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:36:57
TASHPULATOVA ZULFIYA UMIDJON QIZI,395251101896,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:08:47
TOHIROVA ZARNIGOR ILHOM QIZI,395251100626,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:20:52
TOJIBOYEVA MUNIRA XUSHNUD QIZI,395251100770,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:01:24
